title,domain
China Deploys Anal Swab Tests To Detect High-Risk Covid-19 Cases,www.forbes.com
The Latest on Covid-19 Globally: Live Updates,www.nytimes.com
Doctors test popular anti-depressant to see if it fights off Covid-19,www.cnn.com
"Los Angeles woman whose mom died of Covid-19 had to hold the funeral in a 
parking lot",www.cnn.com
"As Interest In COVID-19 Vaccine Rises, Baltimoreans Face Long Lines, Wait 
Times",baltimore.cbslocal.com
"Knox County is no longer notifying COVID-19 contacts, and that has a ripple 
effect on schools",www.knoxnews.com
"Congresswoman has COVID-19 after sheltering with maskless colleagues - 
Business Insider",www.businessinsider.com
U.S. lawmaker tests positive for COVID-19 after Capitol siege,www.reuters.com
COVID-19 tracker moves Massachusetts to ‘severe outbreak’ status,www.boston.com
Over 70 Maine businesses notified for violating COVID-19 safety rules,wgme.com
"Plagues, ranked: How deadly is Covid-19?",www.vox.com
"Dr. Anthony Fauci Says Venues, Theaters Could Reopen by Fall 2021",www.rollingstone.com
Fauci Suggests Theaters Could Reopen ‘Some Time in the Fall’,www.nytimes.com
"Extra, Extra: Dr. Fauci Thinks You Might Be Able To Attend A Concert This 
Year",gothamist.com
"Theatres Could Be Safe to Open in Fall 2021, According to Dr. Fauci",www.playbill.com
"Dr. Anthony Fauci Remains Optimistic For Fall Theater And Music Venue 
Reopenings",deadline.com
"Dr Fauci estimates live performance venues could reopen ‘some time in the 
fall’",www.independent.co.uk
Fauci Says Immunity from Trump Requires Two Doses of Impeachment,www.newyorker.com
"Dr. Fauci: Large Concerts Could Return ""Some Time in the Fall of 2021""",relix.com
Dr. Fauci Issues “Very Serious” COVID Warning | Eat This Not That,www.eatthis.com
Fauci gives warning about COVID vaccine side effects,www.radio.com
"Three-quarters of Wuhan patients hospitalized for Covid-19 still had 
symptoms 6 months later, Chinese study finds",www.cnn.com
"What symptoms signal coronavirus and not just cold, flu or allergies?",www.twincities.com
Most COVID-19 Cases Caused by People Without Symptoms,www.healthline.com
The Latest on Covid-19 Globally: Live Updates,www.nytimes.com
The latest on the coronavirus pandemic and vaccines: Live updates,www.cnn.com
Video: Gorillas Test Positive for Coronavirus at San Diego Zoo,www.nytimes.com
NY Gov. Cuomo's tone shifts after months of coronavirus lockdowns,www.foxnews.com
"Congresswoman tests positive for coronavirus after sheltering with some 
maskless lawmakers during siege of Capitol",www.washingtonpost.com
2 Gorillas In California Contract The Coronavirus,www.npr.org
CT Coronavirus Vaccine Rollout: Phase 1b Date Announced,patch.com
"Mass. reports 4239 new confirmed coronavirus cases, 54 new deaths",www.bostonglobe.com
"Ireland had one of the lowest coronavirus rates in Europe. It’s now highest 
in the world.",www.washingtonpost.com
"California coronavirus deaths hit 30,000 after 10,000 fatalities in a month",www.theguardian.com
Gorillas test positive for coronavirus at San Diego park,abcnews.go.com
"When should people who had COVID-19 get the coronavirus vaccine? - Business 
Insider",www.businessinsider.com
The Latest on Covid-19 Globally: Live Updates,www.nytimes.com
Covid-19 News: Live Updates,www.nytimes.com
"Covid-19 vaccination plan 'not working,' former FDA official warns",www.cnn.com
"Coronavirus updates: Biden to receive 2nd dose of vaccine; members of 
Congress exposed to virus during riot lockdown; Chicago schools reopen",www.usatoday.com
"Covid live updates: Cooperation required to hit 100 million Covid 
vaccination goal",www.nbcnews.com
"Boris Johnson: If we must, we’ll tighten COVID-19 measures",www.jpost.com
Richard Branson's mother dies of Covid-19,www.cnn.com
"mRNA Technology Gave Us the First COVID-19 Vaccines. It Could Also Upend 
the Drug Industry",time.com
Arsenal's Arteta: 'Morally strange' to be playing amid COVID-19 pandemic,www.espn.com
"COVID-19 Case Numbers Up In Almost Every State; Lawmakers May Have Been 
Exposed : Coronavirus Updates",www.npr.org
"Rise in COVID-19 cases has athletic directors scrambling to find ways to 
get through winter sports season",www.bostonglobe.com
Fauci Suggests Theaters Could Reopen ‘Some Time in the Fall’,www.nytimes.com
Fauci Says Immunity from Trump Requires Two Doses of Impeachment,www.newyorker.com
"COVID-19: Here's How Long To Wait For Vaccine If You've Already Had Virus, 
Dr. Fauci Says",dailyvoice.com
"Anthony Fauci, MD, to Appear Monday with Dr. Gold on RFD-TV's “Rural Health 
Matters”",kneb.com
"Theatres Could Be Safe to Open in Fall 2021, According to Dr. Fauci",www.playbill.com
Dr. Fauci Says Don't Visit These 3 Places,www.yahoo.com
Fauci reassures Black and Brown communities on safety of COVID-19 vaccine,wtop.com
Dr. Fauci tells Virginia faith leaders they can help spread vaccine trust,www.wsls.com
Dr Fauci: Let the US arts follow the Germans,slippedisc.com
"Dr Fauci Wants Americans to Wear Masks for 'At Least' 100 Days into Joe 
Biden Presidency",www.newsweek.com
"What symptoms signal coronavirus and not just cold, flu or allergies?",www.bostonherald.com
"Six months on, most COVID patients still have at least 1 symptom",www.aljazeera.com
"COVID-19: Patients Treated For Virus Display Symptoms Months Later, New 
Study Finds",dailyvoice.com
The latest on the coronavirus pandemic and vaccines: Live updates,www.cnn.com
"Live updates: Lawmakers may have been exposed to coronavirus while 
sheltering from Capitol mob",www.washingtonpost.com
Italian American actor Antonio Sabato Sr. dead at 77 from the coronavirus,www.foxnews.com
"Coronavirus updates: Biden to receive 2nd dose of vaccine; members of 
Congress exposed to virus during riot lockdown; Chicago schools reopen",www.usatoday.com
"Covid live updates: Cooperation required to hit 100 million Covid 
vaccination goal",www.nbcnews.com
"Premier League shuffles midweek games due to Aston Villa coronavirus 
outbreak",www.espn.com
Coronavirus World Map: Tracking the Global Outbreak,www.nytimes.com
"'Everywhere you look, people are infected': Covid's toll on California 
Latinos",www.theguardian.com
"COVID-19 Case Numbers Up In Almost Every State; Lawmakers May Have Been 
Exposed : Coronavirus Updates",www.npr.org
"Massachusetts coronavirus cases up 5,396, more than 40,000 total cases in 
last week",www.bostonherald.com
"Dodger Stadium coronavirus testing site to turn into mass vaccination 
center: L.A. city, county officials",ktla.com
Massachusetts is launching ‘pooled’ coronavirus testing for schools,www.boston.com
New Lancaster County CORONAVIRUS TESTING locations opening,www.wgal.com
Vaccine and Variant Global Updates: Covid-19 Live News,www.nytimes.com
"Johnson & Johnson's Covid-19 vaccine, how it works and why it matters",www.cnn.com
South Korea Shows OECD How It’s Done In Covid-19 Era,www.forbes.com
A bit looser COVID-19 rules force CO businesses to think outside the box,ktvz.com
Report: COVID-19 cases in US kids went up 16% in the past few weeks,www.10tv.com
"Milwaukee Bucks executive Alex Lasry, 33, 'got lucky' with COVID-19 vaccine",www.espn.com
Covid live updates: Covid variant from South Africa confirmed in U.S.,www.nbcnews.com
"Late-night freezer failure in Seattle sends hundreds scrambling to get a 
fast-expiring COVID-19 vaccine",www.seattletimes.com
"Fauci, Other Biden COVID-19 Advisers Tout 'Really Encouraging' Vaccine News",www.npr.org
"Moderna asks FDA to authorize 5 additional doses per Covid vaccine vial to 
speed distribution, source tells CNBC",www.cnbc.com
Fauci sees vaccination for kids by late spring or the summer,apnews.com
"COVID-19 variants will soon outnumber cases of original strain, Fauci says",www.cbsnews.com
Dr. Fauci hopes vaccinations for children start this summer,www.kimt.com
"'Covid tongue' may be another coronavirus symptom, British researcher 
suggests",www.nbcnews.com
"Add ‘COVID tongue’ and ‘fizzing’ to the list of strange possible 
coronavirus symptoms",www.marketwatch.com
"Doctors explain why people experience flu-like symptoms after receiving 
COVID-19 vaccine",www.wilx.com
Vaccine and Variant Global Updates: Covid-19 Live News,www.nytimes.com
The latest on the coronavirus pandemic and vaccines: Live updates,www.cnn.com
Grape-Nuts prices skyrocket online amid coronavirus-caused shortage,www.foxbusiness.com
Virginia parent chastises school board officials over coronavirus shutdown,www.cnn.com
New coronavirus variant detected in King County on Friday,www.seattletimes.com
"Why America is ‘flying blind’ to the coronavirus mutations racing across 
the globe",www.washingtonpost.com
Can A UV Light Kill The Coronavirus? And Is It Safe To Use? : Goats and Soda,www.npr.org
"Cuomo implicated in 'criminal corruption scandal' over nursing home 
coronavirus deaths: Stefanik",www.foxnews.com
"Schenectady County man in his 30s dies after testing positive for 
coronavirus",www.news10.com
"Coronavirus daily updates: COVID-19 positivity rate, hospitalizations 
continue decreasing; Connecticut draws praise for vaccine rollout",www.courant.com
"China rolls out anal swab coronavirus test, saying it’s more accurate than 
throat method",www.washingtonpost.com
"Mammoth Biosciences teams with Agilent to deliver CRISPR-based coronavirus 
tests",www.fiercebiotech.com
"20 crew members on vessel in Dutch Harbor test positive for COVID-19 in 
latest seafood industry outbreak",www.adn.com
"J&J vaccine completely protects against hospitalization, death; new US 
cases drop 35% from January peak. Latest coronavirus updates.",www.usatoday.com
Does Covid-19 impact male fertility? Experts urge caution about new evidence,www.cnn.com
"Cool Schools: Clayton Early Learning starts first-of-its-kind COVID-19 
testing program",www.9news.com
Medical myths: 13 COVID-19 vaccine myths,www.medicalnewstoday.com
These jobs have had the highest death risk during the COVID-19 pandemic,www.kron4.com
"Johnson & Johnson (JNJ) Covid-19 Vaccine Shot Provides Strong Shield in 
Trial",www.bloomberg.com
'People are scared': COVID-19 outbreak rattles crew of the warship Chafee,www.navytimes.com
Mexico's Death Toll Grows to World's Third Highest :Coronavirus Live Updates,www.nytimes.com
The latest on the coronavirus pandemic and vaccines: Live updates,www.cnn.com
Map: Track the spread of the Covid-19 variants across the United States,www.nbcnews.com
"Fauci warns COVID-19 situation 'potentially could get worse' given new 
variants | TheHill",thehill.com
Dr. Fauci: Getting vaccine doesn't mean you have free pass to travel,www.cnn.com
Fauci says Biden's push to reopen schools in 100 days 'may not happen',nypost.com
"'Covid tongue' may be another coronavirus symptom, British researcher 
suggests",www.nbcnews.com
"Virus Updates: J&J 1-Dose Shot Prevents COVID-19; ‘COVID Tongue' May Be 
Symptom",www.nbcchicago.com
"Sure Signs You've Already Had COVID, According to Science | Eat This Not 
That",www.eatthis.com
The latest on the coronavirus pandemic and vaccines: Live updates,www.cnn.com
Coronavirus in the U.S.: Latest Map and Case Count,www.nytimes.com
"E.U. expected to authorize Oxford-AstraZeneca coronavirus vaccine with 
limitations",www.washingtonpost.com
CDC studying double mask effectiveness against coronavirus spread,www.foxnews.com
‘Valley of tears’: Political crisis adds to Italians’ woes,www.aljazeera.com
South Carolina sees first US cases of South Africa coronavirus variant,www.statnews.com
"'Covid tongue' may be another coronavirus symptom, British researcher 
suggests",www.nbcnews.com
"Johnson & Johnson's Coronavirus Vaccine Is More Than 66% Effective, Early 
Results Show",www.buzzfeednews.com
CT Crosses Grim Coronavirus Death Milestone,patch.com
UK government removes ‘sexist’ coronavirus ad following backlash,www.foxnews.com
China Using Anal Swabs for COVID Testing,www.webmd.com
At-home Covid-19 tests offer promises — and questions,www.nbcnews.com
"A year into the pandemic, where are all the fast, easy home tests?",www.cnn.com
Covid-19 News: Live Global Updates,www.nytimes.com
California Rep. Lou Correa tests positive for Covid-19,www.cnn.com
Michigan State basketball's Joshua Langford out with COVID-19,www.freep.com
"Iowa legislators say an individual in Statehouse tested positive for 
COVID-19",www.kcrg.com
"UFC pioneer, early fan favorite Paul Varelans dies after battle with 
COVID-19",mmajunkie.usatoday.com
US life expectancy drops dramatically due to COVID-19,www.livescience.com
Europe’s Schools Are Closing Again on Concerns They Spread Covid-19,www.wsj.com
"Beth Israel researcher awaits approval of the COVID-19 vaccine he helped 
create",www.bostonglobe.com
Kansas nurses refuse to give COVID-19 vaccines,nypost.com
"Oregon reports 41 more COVID-19 deaths, 4 in C. Oregon; 1173 new cases",ktvz.com
Dr. Fauci reveals 4 places to avoid during COVID-19 pandemic,www.deseret.com
Dr. Fauci: ‘Obviously we have to do better’ getting vaccine into arms,www.today.com
"Reactions Follow Rand Paul's 'Throw Your Mask Away' Comment as U.S. COVID 
Deaths Near 400,000",www.newsweek.com
Dr. Fauci Says You Need One of These at Home to Avoid COVID,www.yahoo.com
"Dr. Fauci Says This is ""Proven"" to Stop COVID",www.yahoo.com
Fauci on Biden's COVID-19 vaccine plan: 'I believe it's doable' | TheHill,thehill.com
"‘The Vaccine: Conquering Covid’ Special With Dr. Anthony Fauci & Others Set 
At Discovery & Discovery+",deadline.com
Coronavirus update: Latest vaccine and world news,www.cnn.com
Dr. Fauci Warns Don't Go Here Even If It's Open,www.eatthis.com
"In conversation with UT's medical school, Dr. Anthony Fauci looks ahead to 
post-pandemic nation",www.statesman.com
Smartwatches can help detect COVID-19 days before symptoms appear,www.cbsnews.com
Symptoms of Coronavirus Can Last Months,www.aarp.org
"Liv Tyler Reveals Harrowing COVID-19 Battle as She Reunites With Her Kids 
After ‘Wild 2 Weeks’ in Quarantine",www.usmagazine.com
LA County records more than 1 million coronavirus cases,www.cnn.com
How to (Literally) Drive the Coronavirus Away,www.nytimes.com
Coronavirus number by county,www.wktv.com
California congressman tests positive for coronavirus,www.seattletimes.com
"Tipsters, tech-savvy kids, pharmacy hopping: How Americans are landing 
coronavirus vaccines",www.washingtonpost.com
"“A colossal waste”: Some Republicans question Joe Biden’s coronavirus 
relief plan",www.vox.com
Ice cream from China contaminated with coronavirus: report,www.foxnews.com
"Coronavirus update San Antonio, Jan. 16: Leaders report 2,840 new cases, 6 
new deaths",www.ksat.com
"Massachusetts coronavirus cases up 5,657, estimated active cases near 
100,000",www.bostonherald.com
Thousands march in Vienna against coronavirus restrictions,www.reuters.com
CDC to require all air travelers to US to show negative coronavirus test,www.cnn.com
"1 in 3 in L.A. have been infected by coronavirus, estimates show",www.latimes.com
"Slow to start, coronavirus testing in Orange County is booming",www.ocregister.com
Covid-19 News: Live Global Updates,www.nytimes.com
"Microsoft, Oracle and and other tech giants team up Covid-19 vaccine 
'passports'",www.cnn.com
"Texas family with COVID-19 couldn't smell smoke from house fire, saved by 
teen",abc7ny.com
"Australian Open: 47 players In quarantine after positive Covid-19 tests on 
two charter flights",edition.cnn.com
CES showed off the COVID-19 mask gimmick arms race,www.theverge.com
Where did COVID-19 come from?,www.usatoday.com
"Maine was managing COVID-19 spread better than almost all states. Not 
anymore.",bangordailynews.com
"Pfizer says it has second doses of COVID-19 shot on hand, expects no U.S. 
supply problems",www.reuters.com
U.S. Steps Up Claims Covid-19 May Have Escaped From Chinese Lab,www.bloomberg.com
"New coronavirus variants could cause more reinfections, require updated 
vaccines",www.sciencemag.org
Coronavirus update: Latest vaccine and world news,www.cnn.com
Dr. Fauci: ‘Obviously we have to do better’ getting vaccine into arms,www.today.com
Dr. Fauci Says You Need One of These at Home to Avoid COVID,www.yahoo.com
"Dr. Fauci Says This ""Actually Works"" to Stop COVID",www.yahoo.com
Fauci on Biden's COVID-19 vaccine plan: 'I believe it's doable' | TheHill,thehill.com
"‘The Vaccine: Conquering Covid’ Special With Dr. Anthony Fauci & Others Set 
At Discovery & Discovery+",deadline.com
"Dr. Anthony Fauci speaks on vaccine efficacy, next steps in Austin",cbsaustin.com
"Dr. Fauci on getting 'back to normal', Tunisia 10 years post-Arab Spring 
and Chanel's legacy",www.france24.com
"In conversation with UT's medical school, Dr. Anthony Fauci looks ahead to 
post-pandemic nation",www.statesman.com
Dr. Fauci Says You Might Still Carry COVID After Getting Vaccine,www.yahoo.com
Smartwatches can help detect COVID-19 days before symptoms appear,www.cbsnews.com
Symptoms of Coronavirus Can Last Months,www.aarp.org
Some COVID-19 survivors dealing with lung damage,www.wave3.com
Coronavirus in the U.S.: Latest Map and Case Count,www.nytimes.com
The latest on the coronavirus pandemic and vaccines: Live updates,www.cnn.com
"COVID live updates: Biden details vaccination plan; world reaches 2M death 
tally; new coronavirus strain could rip through US by March",www.usatoday.com
"A worrying coronavirus mutation is discovered in Washington state — but 
hasn’t spread",www.seattletimes.com
Expo organisers prepare to hold Dubai event delayed by coronavirus,www.reuters.com
Ice cream from China contaminated with coronavirus: report,www.foxnews.com
"Flying In The Pandemic: How To Cope With Folks Who Ignore Risk Reduction 
Rules : Goats and Soda",www.npr.org
30 more Mainers die as 438 new coronavirus cases are reported in the state,bangordailynews.com
Coronavirus: Arizona is leading the world in the rate of new cases,finance.yahoo.com
"Tipsters, tech-savvy kids, pharmacy hopping: How Americans are landing 
coronavirus vaccines",www.washingtonpost.com
"No plans to test most National Guard for Covid-19 before they deploy across 
DC",www.cnn.com
"The FDA Warned Curative’s Popular COVID Test Could Be Faulty. Here’s What 
We Know So Far.",www.buzzfeednews.com
"Coronavirus live updates: Capital Region feeling full effect of virus 
spread during the holidays",www.timesunion.com
Covid-19 Live News and Updates,www.nytimes.com
Florida fire captain arrested in alleged theft of Covid-19 vaccine,www.cnn.com
'People are scared': COVID-19 outbreak rattles crew of the warship Chafee,www.navytimes.com
"COVID-19 variants are here. We asked infectious disease experts: What do we 
do now, doc?",www.cincinnati.com
"Medical facility that gave COVID-19 vaccines to teachers early says supply 
has been cut for 6 months",www.wyff4.com
Democrats Poised To Ditch Republicans To Pass Big COVID-19 Relief Bill,www.huffpost.com
"COVID-19 Positivity Rate Down to 3.55%, Deaths Surpass 7,000 in Conn.",www.nbcconnecticut.com
Does Covid-19 impact male fertility? Experts urge caution about new evidence,www.cnn.com
"Novavax COVID-19 Vaccine Effective, But Less So Against Variant In South 
Africa",www.npr.org
"US airline execs push back on possibility of domestic COVID-19 testing 
requirement",abcnews.go.com
"Fauci warns COVID-19 situation 'potentially could get worse' given new 
variants | TheHill",thehill.com
Dr. Fauci: Getting vaccine doesn't mean you have free pass to travel,www.cnn.com
How Anthony Fauci Survived Donald Trump,www.theatlantic.com
Anthony Fauci: 'Get Teachers Vaccinated as Quickly as We Possibly Can',www.edweek.org
"Fauci backs CDC's school reopening plan: 'We need to try and get the 
children back to school'",www.nbcnews.com
Fauci: Wearing two masks is better than one,nypost.com
"Fauci is federal government's top-paid employee, outearned Trump - Business 
Insider",www.businessinsider.com
Dr. Anthony Fauci on Working For Donald Trump,www.nytimes.com
"Coronavirus updates: CDC researchers say schools can reopen safely; Dr. 
Anthony Fauci offers hope on variants; 100M global infections",www.usatoday.com
Double masking for COVID-19: Why Fauci recommends wearing two masks at once,www.cnet.com
"'Covid tongue' may be another coronavirus symptom, British researcher 
suggests",www.nbcnews.com
Symptoms of UK COVID-19 strain are different than original virus: study,nypost.com
Some who recover from COVID-19 face lingering symptoms for months,www.wmur.com
The latest on the coronavirus pandemic and vaccines: Live updates,www.cnn.com
"'Covid tongue' may be another coronavirus symptom, British researcher 
suggests",www.nbcnews.com
"Mexico's COVID-19 death toll surpasses India, becomes world's third highest",www.reuters.com
Professional Hockey Is Disrupted by Coronavirus,www.nytimes.com
"Coronavirus Live Updates: January Was Deadliest Month of Pandemic for US - 
WSJ.com",www.wsj.com
"A scathing new documentary from HBO alleges a Chinese coverup on the 
coronavirus",www.washingtonpost.com
"New York coronavirus nursing home report reveals ‘massive corruption,’ 
‘coverup scandal’",www.foxnews.com
Covid-19 Live News and Updates,www.nytimes.com
Woman Who Kept Nursing Home Coronavirus-Free Cried At New Cases,patch.com
"Covid updates: WHO warns of second wave in Africa, U.S. confirms cases with 
new South African strain",www.cnbc.com
China Using Anal Swabs for COVID Testing,www.webmd.com
How Americans can get a coronavirus test abroad,www.washingtonpost.com
"A new COVID testing method is more accurate. But it’s rather, um, intimate.",www.nj.com
Covid-19 Live News and Updates,www.nytimes.com
"COVID-19 Vaccine Tracker: How Many People Have Been Vaccinated In The US? : 
Shots - Health News",www.npr.org
University of Michigan students told to stay home due to Covid-19 variant,www.nbcnews.com
McDonald's sales took a hit from Covid-19 restrictions,www.cnn.com
"Novartis says it's ready to pitch in on manufacturing rivals' COVID-19 
vaccines, diagnostics",www.fiercepharma.com
Hamptons real estate booming amid COVID-19,nypost.com
"The first 22M Americans have been vaccinated for COVID-19, and initial 
safety data shows everything is going well, CDC says",www.usatoday.com
"Biden to expand Affordable Care Act enrollment amid COVID-19 in new 
executive order",abcnews.go.com
"No, Hank Aaron didn't die from the COVID-19 vaccine",sports.yahoo.com
"My Head Is Spinning About How Much Money Cardi B Is Spending On COVID-19 
Tests Every Week",www.buzzfeed.com
Dr. Fauci: Getting vaccine doesn't mean you have free pass to travel,www.cnn.com
"Anthony Fauci on Trump, Biden, and the COVID-19 Crisis",www.theatlantic.com
"Fauci warns COVID-19 situation 'potentially could get worse' given new 
variants | TheHill",thehill.com
"Fox News pushing conspiracy that Fauci created coronavirus - Business 
Insider",www.businessinsider.com
Dr. Fauci: Double-masking makes 'common sense' and is likely more effective,www.cnbc.com
Fauci: COVID vaccine rollout needs to prioritize people of color,www.axios.com
"Bill Gates wants this ‘crazy’ and ‘evil’ theory about him and Dr. Fauci to 
go away",www.marketwatch.com
Here are the places Dr. Anthony Fauci says you should continue avoiding,www.ajc.com
"Fauci: 'Not productive' to rehash Trump handling of pandemic: 'Let's look 
forward'",www.foxnews.com
Dr. Anthony Fauci on Working For Donald Trump,www.nytimes.com
Symptoms of UK COVID-19 strain are different than original virus: study,nypost.com
"COVID-19 'long-haulers' trying to decode lasting symptoms a year after 
falling ill",abcnews.go.com
DC families urged to watch for coronavirus symptoms as schools reopen,wtop.com
"Why The Coronavirus Variant From Brazil Is Especially Worrisome To 
Scientists : Goats and Soda",www.npr.org
The latest on the coronavirus pandemic and vaccines: Live updates,www.cnn.com
"Coronavirus variant sweeps South Africa, exhibiting ‘terrifying’ dominance",www.washingtonpost.com
Ronaldo reportedly breaks coronavirus rules on 2-day break,wtop.com
White House Releases Weekly Coronavirus Reports For States,patch.com
Coronavirus Variants Impacting COVID-19 Testing - 9 & 10 News,www.9and10news.com
Seniors are frustrated by inability to sign up for coronavirus vaccinations,www.bostonglobe.com
Coronavirus in the U.S.: Latest Map and Case Count,www.nytimes.com
Coronavirus Live Updates: U.S. Hospitalizations Down for 15th Day in a Row,www.wsj.com
"Covid updates: NY eases some restrictions; U.S. to test vaccine 
effectiveness on new strains",www.cnbc.com
"China rolls out anal swab coronavirus test, saying it’s more accurate than 
throat method",www.washingtonpost.com
China uses anal swabs to test for COVID-19 | TheHill,thehill.com
"State standardized tests are forcing students back into the classroom amid 
COVID-19 fears",www.wsbtv.com
"Covid-19 Live Updates: Vaccines, Variants and Trump Administration",www.nytimes.com
"Norway raises concern of COVID-19 vaccine on frail elderly - Business 
Insider",www.businessinsider.com
"Another COVID-19 variant on the rise in California, public health officials 
warn",www.sfchronicle.com
"Sean Dean, Mets security worker, dead at 52 from COVID-19",nypost.com
Couple married 33 years dies from COVID-19 just one day apart,local12.com
Former Florida Covid-19 Data Scientist Faces Arrest,www.wsj.com
First confirmed case of COVID-19 variant found in Mass.,www.westernmassnews.com
‘What If You Just Don’t Tell Anyone?’,www.theatlantic.com
"Officials: Boston woman who traveled to UK brought COVID-19 variant to 
Massachusetts",whdh.com
"UFC 6 fighter, 51, dies from COVID-19 complications: report",www.foxnews.com
"Fauci warns of 'more ominous' strains of COVID-19 from Brazil, South Africa",nypost.com
Fauci says 100 million vaccinations in 100 days 'absolutely a doable thing',www.reuters.com
"Fauci: Weeks, not months before new vaccines are submitted for approval",news.yahoo.com
"Biden plan to vaccinate 100m people in 100 days ‘absolutely doable’, Fauci 
says",www.theguardian.com
Fauci: New COVID-19 vaccines could be ‘weeks away’ from possible approval,www.foxbusiness.com
"Fauci: Approval of AstraZeneca and Johnson & Johnson vaccines likely 'weeks 
away' | TheHill",thehill.com
"Coronavirus Updates: Fauci Says Other Vaccines Could Be ""Weeks Away"" From 
Review",gothamist.com
"Fauci: 100 million doses in 100 days is “absolutely"" doable",news.yahoo.com
Dr. Fauci reveals 4 places to avoid during COVID-19 pandemic,www.deseret.com
This Is Dr. Fauci's Single Biggest Regret About COVID |,bestlifeonline.com
Smartwatches can help detect COVID-19 days before symptoms appear,www.cbsnews.com
Symptoms of Coronavirus Can Last Months,www.aarp.org
"UK Expert Claims 'COVID Tongue' on the Rise; WHO Yet to Confirm | The 
Weather Channel - Articles from The Weather ...",weather.com
"Covid-19 Live Updates: Vaccines, Variants and Trump Administration",www.nytimes.com
The latest on the coronavirus pandemic and vaccines,www.cnn.com
China’s coronavirus-hit economy shows lowest annual growth rate since 1976,www.scmp.com
"Confidence in Chinese vaccines has taken a hit. But as coronavirus cases 
grow, some countries are still pushing ahead",www.cnn.com
"Australia may not open borders in 2021, even with vaccines",www.aljazeera.com
"Biden adviser defends liberal agenda items in $1.9T coronavirus relief 
plan, dodges on ending filibuster",www.foxnews.com
"1st Case of U.K. Coronavirus Variant Confirmed in Mass., Health Officials 
Say",www.nbcboston.com
"Data scientist who accused Florida of manipulating coronavirus data to turn 
herself in on warrant | TheHill",thehill.com
"Coronavirus daily news updates, January 17: What to know today about 
COVID-19 in the Seattle area, Washington state and the world",www.seattletimes.com
"Coronavirus Updates: Fauci Says Other Vaccines Could Be ""Weeks Away"" From 
Review",gothamist.com
CDC to require all air travelers to US to show negative coronavirus test,www.cnn.com
"Slow to start, coronavirus testing in Orange County is booming",www.ocregister.com
"Coronavirus test positivity rate prevents Monterey County schools from 
reopening",www.ksbw.com
"Highly transmissible COVID-19 variant first found in U.K. could be dominant 
in U.S. by March, CDC says",www.cbsnews.com
"Some states are seeing higher numbers of Covid-19 cases as others ease 
restrictions",www.cnn.com
"The COVID-19 earnings recession is expected to remain, but an end may be in 
sight",www.marketwatch.com
Covid-19 Vaccine: What You Need to Know When You Get the Shot,www.wsj.com
"Virginia reports nearly 10,000 new COVID-19 cases | Local News",roanoke.com
"Beth Israel researcher awaits approval of the COVID-19 vaccine he helped 
create",www.bostonglobe.com
"'Blood on his hands': As US nears 400,000 COVID-19 deaths, experts blame 
Trump administration for a 'preventable' loss of life",www.usatoday.com
‘What If You Just Don’t Tell Anyone?’,www.theatlantic.com
Trump admin enlists private firm to review some Covid-19 tests,www.politico.com
Map: How New York Is Doing With Its COVID-19 Vaccine Rollout,gothamist.com
"Fauci says U.S. will likely return to 'some degree of normality' at same 
time as Canada",www.ctvnews.ca
Dr. Fauci reveals 4 places to avoid during COVID-19 pandemic,www.deseret.com
"Reactions Follow Rand Paul's 'Throw Your Mask Away' Comment as U.S. COVID 
Deaths Near 400,000",www.newsweek.com
Dr. Fauci Says You Need One of These at Home to Avoid COVID,www.yahoo.com
Fauci on Biden's COVID-19 vaccine plan: 'I believe it's doable' | TheHill,thehill.com
Dr. Fauci: ‘Obviously we have to do better’ getting vaccine into arms,www.today.com
"‘The Vaccine: Conquering Covid’ Special With Dr. Anthony Fauci & Others Set 
At Discovery & Discovery+",deadline.com
"Dr. Fauci Says This is ""Proven"" to Stop COVID",www.yahoo.com
"Dr. Anthony Fauci speaks on vaccine efficacy, next steps in Austin",cbsaustin.com
Coronavirus update: Latest vaccine and world news,www.cnn.com
Smartwatches can help detect COVID-19 days before symptoms appear,www.cbsnews.com
Long COVID symptoms: What we (don't) know and who it impacts,www.dw.com
"Sure Signs You've Already Had COVID, According to Experts | Eat This Not 
That",www.eatthis.com
How to (Literally) Drive the Coronavirus Away,www.nytimes.com
World Braces for Surge of Coronavirus Variants,www.nytimes.com
The latest on the coronavirus pandemic and vaccines,www.cnn.com
"Coronavirus live: Brazil faces row over vaccine approval; Amsterdam police 
break up anti-lockdown protest",www.theguardian.com
Companies Race to Develop Drugs That Stay Ahead of Coronavirus Mutations,www.wsj.com
"Prince William encourages British citizens to get coronavirus vaccine amid 
public uncertainty",www.foxnews.com
Howie Carr: Coronavirus relief funds are a scammer’s delight,www.bostonherald.com
Chinese city reports coronavirus found on ice cream,apnews.com
"Britons lament ‘U.K. variant’ label, as coronavirus strain spreads around 
the world",www.washingtonpost.com
Why are new coronavirus variants emerging in the U.S.?,www.nbcnews.com
CDC to require all air travelers to US to show negative coronavirus test,www.cnn.com
"Two members of WHO team blocked from entering China over failed coronavirus 
antibody test",www.cnn.com
"Slow to start, coronavirus testing in Orange County is booming",www.ocregister.com
"Covid-19 Vaccine, Chicago Schools Reopening: Live Updates",www.nytimes.com
"Hospitals thought they'd see Covid-19 vaccine shortages. Sometimes, they 
have to throw away doses",www.cnn.com
